id;name;ingredient_name;ingredient_id;producer_name;producer_id;image;favorite;EAN;bio;size_number;size_unit_code;yield_unit_code;yield_amount;;;;;;;;;;;;;;;;;;;
596;Wacholderbeeren ganz;Wacholderbeeren;439;Sonnentor;7;assets/images/products/sonnentor/wacholderbeeren.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
597;Ysop gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/ysop.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
598;Zimt Ceylon gemahlen;Zimt, gemahlen;462;Sonnentor;7;assets/images/products/sonnentor/zimt_ceylon.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
599;Zimtstangen (Sorte Ceylon);Zimtstangen;461;Sonnentor;7;assets/images/products/sonnentor/zimtstangen.webp;0;;1;1;Pkg.;g;18;;;;;;;;;;;;;;;;;;;
600;Zitronengras geschnitten;Zitronengras;464;Sonnentor;7;assets/images/products/sonnentor/zitronengras.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
601;Zwiebeln getrocknet;Zwiebelpulver;474;Sonnentor;7;assets/images/products/sonnentor/zwiebelpulver.webp;0;;1;1;Pkg.;g;75;;;;;;;;;;;;;;;;;;;
602;Curry süß;Curry;77;Sonnentor;7;assets/images/products/sonnentor/curry_suess.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
603;Garam Masala Gewürz;Garam Massala;123;Sonnentor;7;assets/images/products/sonnentor/garam_massala.webp;0;;1;1;Pkg.;g;55;;;;;;;;;;;;;;;;;;;
604;Curry scharf;Curry;77;Sonnentor;7;assets/images/products/sonnentor/curry_scharf.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
605;Kräuter à la Provence;Kräuter der Provence;210;Sonnentor;7;assets/images/products/sonnentor/kraeuter_provence.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
606;Chakalaka Gewürz;;;Sonnentor;7;assets/images/products/sonnentor/chakalaka.webp;0;;1;1;Pkg.;g;65;;;;;;;;;;;;;;;;;;;
607;Harissa Gewürz;Harissa;150;Sonnentor;7;assets/images/products/sonnentor/harissa.webp;0;;1;1;Pkg.;g;70;;;;;;;;;;;;;;;;;;;
608;Meersalz mit jodhaltiger Alge;Salz, jodiert;360;Sonnentor;7;assets/images/products/sonnentor/salz_jod.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
609;Kräuter all'Italiana geschnitten;Italienische Kräuter;165;Sonnentor;7;assets/images/products/sonnentor/italien_kraeuter.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
610;Ras el Hanout Gewürz;Ras el Hanout;330;Sonnentor;7;assets/images/products/sonnentor/ras_el_hanout.webp;0;;1;1;Pkg.;g;38;;;;;;;;;;;;;;;;;;;
611;Sprossenmix;Linsen-Sprossen;236;Sonnentor;7;assets/images/products/sonnentor/sprossenmix.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
612;Bio-Radieschensaat;Radieschen-Sprossen;328;Sonnentor;7;assets/images/products/sonnentor/radieschensprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
613;Bio-Mungbohnensaat;Mungbohnen-Sprossen;272;Sonnentor;7;assets/images/products/sonnentor/mungsprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
614;Keim-Trio;Senf-Sprossen;374;Sonnentor;7;assets/images/products/sonnentor/keimtrio.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
615;Bio-Kressesaat;Kresse-Sprossen;212;Sonnentor;7;assets/images/products/sonnentor/kressesprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
616;Bio-Bockshornkleesaat;;;Sonnentor;7;assets/images/products/sonnentor/bockshornklee_sprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
617;Bio-Alfalfasaat;Alfala-Sprossen;3;Sonnentor;7;assets/images/products/sonnentor/alfalasprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
618;Bio-Rosenkleesaat;;;Sonnentor;7;assets/images/products/sonnentor/rosenkleesprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
619;Bio-Rucolasaat;Rucola-Sprossen;356;Sonnentor;7;assets/images/products/sonnentor/rucolasprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
620;Bio-Senfsaat gelb;Senf-Sprossen;374;Sonnentor;7;assets/images/products/sonnentor/senfsprossen.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
621;Aceto Balsamico di Modena;Balsamico-Essig;21;Byodo;8;assets/images/products/byodo/balsamicoessig.webp;0;4018462416006;1;1;Fl.;L;0,5;;;;;;;;;;;;;;;;;;;
622;Apfelessig klar;Apfel-Essig;8;Byodo;8;assets/images/products/byodo/apfelessig_klar.webp;0;4018462411063;1;1;Fl.;L;0,5;;;;;;;;;;;;;;;;;;;
623;Apfelessig naturtrüb;Apfel-Essig;8;Byodo;8;assets/images/products/byodo/apfelessig_trueb.webp;0;4018462411568;1;1;Fl.;L;0,5;;;;;;;;;;;;;;;;;;;
624;Brat-Olive Mediterran;Olivenöl;285;Byodo;8;assets/images/products/byodo/olivenoel.webp;0;4018462400708;1;1;Fl.;L;0,75;;;;;;;;;;;;;;;;;;;
625;Bratöl Raps;Rapsöl;329;Byodo;8;assets/images/products/byodo/rapsoel.webp;0;4018462400302;1;1;Fl.;L;0,75;;;;;;;;;;;;;;;;;;;
626;Dijon Senf;Senf;372;Byodo;8;assets/images/products/byodo/dijonsenf.webp;0;4018462161906;1;1;Gl.;ml;125;;;;;;;;;;;;;;;;;;;
627;Feigen Senf;Senf;372;Byodo;8;assets/images/products/byodo/feigensenf.webp;0;4018462161401;1;1;Gl.;ml;125;;;;;;;;;;;;;;;;;;;
628;Körniger Senf;Senf;372;Byodo;8;assets/images/products/byodo/kornsenf.webp;0;4018462161302;1;1;Gl.;ml;125;;;;;;;;;;;;;;;;;;;
629;Tomaten-Gemüse Mark;Tomatenmark;422;Byodo;8;assets/images/products/byodo/tomatengemuesemark.webp;0;4018462603611;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
630;Tomaten-Paprika Mark;Tomatenmark;422;Byodo;8;assets/images/products/byodo/tomatenpaprikamark.webp;0;4018462603628;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
631;Tomatenmark Doppelfrucht;Tomatenmark;422;Byodo;8;assets/images/products/byodo/tomatenmarkdoppelt.webp;0;4018462603604;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
632;Cellentani, Grüne Erbse;Erbsennudeln;106;Byodo;8;assets/images/products/byodo/erbsennudeln.webp;0;4018462148600;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
633;Lasagne, Vollkorn;Weizen-Vollkorn Lasagne;456;Byodo;8;assets/images/products/byodo/lasagne_weizen.webp;0;4018462140208;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
634;Spirelli, Kichererbse;Kichererbsennudeln;184;Byodo;8;assets/images/products/byodo/kichererbsennudeln.webp;0;4018462148709;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
635;Volanti, rote Linsen;Rote Linsennudeln;353;Byodo;8;assets/images/products/byodo/linsennudeln.webp;0;4018462148303;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
636;Knusperecken Mais;;;Byodo;8;assets/images/products/byodo/knusperecken_mais.webp;0;4018462253106;1;1;Pkg.;g;90;;;;;;;;;;;;;;;;;;;
637;Knusperecken Mais-Hülsenfrüchte;;;Byodo;8;assets/images/products/byodo/knusperecken_mais_huelse.webp;0;4018462253205;1;1;Pkg.;g;90;;;;;;;;;;;;;;;;;;;
638;Knusperecken Mais-schwarzer Reis;;;Byodo;8;assets/images/products/byodo/knusperecken_mais_reis.webp;0;4018462253601;1;1;Pkg.;g;90;;;;;;;;;;;;;;;;;;;
639;Knusperecken Roter Reis-Kichererbse;;;Byodo;8;assets/images/products/byodo/knusperecken_mais_linsen.webp;0;4018462253403;1;1;Pkg.;g;90;;;;;;;;;;;;;;;;;;;
640;Maisscheiben mit Meersalz;Maiswaffeln;248;Byodo;8;assets/images/products/byodo/maiswaffeln.webp;0;4018462250600;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
641;Shoyu - Natürlich fermentierte Sojasauce (145 ml);Shoyu;378;Arche Naturküche;9;assets/images/products/arche/shoyu_145.webp;0;4020943137829;1;1;Fl.;ml;145;;;;;;;;;;;;;;;;;;;
642;Sambal Oelek;Sambal Oelek;361;Arche Naturküche;9;assets/images/products/arche/sambaleoelek.webp;0;4020943139090;1;1;Gl.;g;125;;;;;;;;;;;;;;;;;;;
643;Shoyu salzreduziert - Natürlich fermentierte Sojasauce;Shoyu;378;Arche Naturküche;9;assets/images/products/arche/shoyu_salzreduziert.webp;0;4020943137614;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
644;Tamari Cedarwood - Natürlich fermentierte Sojasauce (145 ml);Tamari;409;Arche Naturküche;9;assets/images/products/arche/tamari_cedarwood.webp;0;4020943137935;1;1;Fl.;ml;145;;;;;;;;;;;;;;;;;;;
645;Shoyu - Natürlich fermentierte Sojasauce (500ml);Shoyu;378;Arche Naturküche;9;assets/images/products/arche/shoyu_500.webp;0;4020943137867;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
646;Shoyu - Natürlich fermentierte Sojasauce (250ml);Shoyu;378;Arche Naturküche;9;assets/images/products/arche/shoyu_250.webp;0;4020943137812;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
647;Teriyaki - Würzsauce;Teriyaki Sauce;413;Arche Naturküche;9;assets/images/products/arche/teriyaki.webp;0;4020943139397;1;1;Fl.;ml;155;;;;;;;;;;;;;;;;;;;
648;Tamari - Natürlich fermentierte Sojasauce (250ml);Tamari;409;Arche Naturküche;9;assets/images/products/arche/tamari_250.webp;0;4020943137218;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
649;Tamari salzreduziert;Tamari;409;Arche Naturküche;9;assets/images/products/arche/tamari_salzreduziert.webp;0;4020943137676;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
650;Tamari - Natürlich fermentierte Sojasauce (500 ml);Tamari;409;Arche Naturküche;9;assets/images/products/arche/tamari_500.webp;0;4020943137232;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
651;Reisessig Genmai Su;Reis-Essig;333;Arche Naturküche;9;assets/images/products/arche/reisessig.webp;0;4020943129442;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
652;Tamari Cedarwood - Natürlich fermentierte Sojasauce (250 ml);Tamari;409;Arche Naturküche;9;assets/images/products/arche/tamari_cedarwood_250.webp;0;4020943137911;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
653;Gomasio - Gerösteter Sesam mit Meersalz;;;Arche Naturküche;9;assets/images/products/arche/gomaiso.webp;0;4020943139373;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
654;Dijon Senf mit Estragon;Senf;372;Arche Naturküche;9;assets/images/products/arche/senf_estragon.webp;0;4020943230261;1;1;Gl.;g;200;;;;;;;;;;;;;;;;;;;
655;Dijon Senf;Senf;372;Arche Naturküche;9;assets/images/products/arche/dijonsenf.webp;0;4020943230223;1;1;Gl.;g;200;;;;;;;;;;;;;;;;;;;
656;Gomasio im Glas;;;Arche Naturküche;9;assets/images/products/arche/gomaiso_glas.webp;0;4020943139366;1;1;Gl.;g;100;;;;;;;;;;;;;;;;;;;
657;Wasabi;Wasabi;442;Arche Naturküche;9;assets/images/products/arche/wasabi.webp;0;4020943134798;1;1;Ds.;g;25;;;;;;;;;;;;;;;;;;;
658;Genmai Miso;;;Arche Naturküche;9;assets/images/products/arche/genmai_miso.webp;0;4020943134170;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
659;Mugi Miso;Mugi Miso;270;Arche Naturküche;9;assets/images/products/arche/mugi_miso.webp;0;4020943134149;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
660;Hatcho Miso;;;Arche Naturküche;9;assets/images/products/arche/hatcho_miso.webp;0;4020943134187;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
661;Shiro Miso;Shiro Miso;377;Arche Naturküche;9;assets/images/products/arche/shiro_miso.webp;0;4020943134095;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
662;Nori, ungeröstet;Noriflocken;280;Arche Naturküche;9;assets/images/products/arche/nori.webp;0;4020943133326;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
663;Sushi Nori, geröstet - Algenblätter;Norialgen-Blätter;279;Arche Naturküche;9;assets/images/products/arche/noriblaetter.webp;0;4020943133364;0;1;Pkg.;Bl.;7;;;;;;;;;;;;;;;;;;;
664;Wakame;Wakame;440;Arche Naturküche;9;assets/images/products/arche/wakame.webp;0;4020943136921;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
665;Nori Flocken;Noriflocken;280;Arche Naturküche;9;assets/images/products/arche/noriflocken.webp;0;4020943136808;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
666;Sushi Nori Bio - Algenblätter;Norialgen-Blätter;279;Arche Naturküche;9;assets/images/products/arche/noriblaetter_bio.webp;0;4020943136761;1;1;Pkg.;Bl.;10;;;;;;;;;;;;;;;;;;;
667;Kimchi;Kimchi;189;Arche Naturküche;9;assets/images/products/arche/kimchi.webp;0;4020943130417;1;1;Gl.;g;240;;;;;;;;;;;;;;;;;;;
668;Reispapier;Reispapier;335;Arche Naturküche;9;assets/images/products/arche/reispapier.webp;0;4020943132497;1;1;Pkg.;Bl.;20;;;;;;;;;;;;;;;;;;;
669;Sambal Oelek;Sambal Oelek;361;Yakso;10;assets/images/products/yakso/sambal_oelek.webp;0;;1;1;Gl.;g;100;;;;;;;;;;;;;;;;;;;
670;Harissa;Harissa;150;Yakso;10;assets/images/products/yakso/harissa.webp;0;;1;1;Gl.;g;125;;;;;;;;;;;;;;;;;;;
671;Oyster Sauce;Oyster Sauce;289;Yakso;10;assets/images/products/yakso/oyster.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
672;Tamari 500ml;Tamari;409;Yakso;10;assets/images/products/yakso/tamari_500.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
673;Tamari 250ml;Tamari;409;Yakso;10;assets/images/products/yakso/tamari_250.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
674;Tamari 125ml;Tamari;409;Yakso;10;assets/images/products/yakso/tamari_125.webp;0;;1;1;Fl.;ml;125;;;;;;;;;;;;;;;;;;;
675;Shoyu 500ml;Shoyu;378;Yakso;10;assets/images/products/yakso/shoyu_500.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
676;Shoyu 250ml;Shoyu;378;Yakso;10;assets/images/products/yakso/shoyu_250.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
677;Shoyu 125ml;Shoyu;378;Yakso;10;assets/images/products/yakso/shoyu_125.webp;0;;1;1;Fl.;ml;125;;;;;;;;;;;;;;;;;;;
678;Reispapier;Reispapier;335;Yakso;10;assets/images/products/yakso/reispapier.webp;0;;1;1;Pkg.;Bl.;15;;;;;;;;;;;;;;;;;;;
679;Himbeeren;Himbeeren, gefroren;160;Soto;11;assets/images/products/soto/himbeeren.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
680;Wild-Heidelbeeren;Heidelbeeren, gefroren;158;Soto;11;assets/images/products/soto/heidelbeeren.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
681;Beerenmischung;Beeren, gefroren;28;Soto;11;assets/images/products/soto/beeren.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
682;Erdbeeren;Erdbeeren, gefroren;109;Soto;11;assets/images/products/soto/erdbeeren.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
683;Brombeeren;;;Soto;11;assets/images/products/soto/brombeeren.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
684;Mangostücke;Mango, gefroren;259;Soto;11;assets/images/products/soto/mango.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
685;Sauerkirschen;Kirschen, gefroren;190;Soto;11;assets/images/products/soto/kirschen.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
686;Ananas in Stücken;;;Soto;11;assets/images/products/soto/ananas.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
687;Edamame;Edamame;93;Soto;11;assets/images/products/soto/edamame.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
688;Braunes Mandelmus 500 g;Mandelmus braun;255;Koro;12;assets/images/products/koro/mandelmus_braun_500.webp;0;4260335837511;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
689;Weißes Mandelmus 500 g;Mandelmus weiß;256;Koro;12;assets/images/products/koro/mandelmus_weiss_500.webp;0;4260335833841;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
690;Haselnussmus 500 g;Haselnussmus;154;Koro;12;assets/images/products/koro/haselnussmus_500.webp;0;4260335835111;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
691;Bio Erdnussmus 500 g;Erdnussmus;112;Koro;12;assets/images/products/koro/erdnussmus_500.webp;0;4260335836354;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
692;Pistazienmus 500 g;Pistazienmus;318;Koro;12;assets/images/products/koro/pistazienmus_500.webp;0;4260335834848;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
693;Weißes Bio Tahini 500 g;Tahini;408;Koro;12;assets/images/products/koro/tahini_weiss_500.webp;0;4260335835128;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
694;Crunchy Bio Erdnussmus 500 g;Erdnussmus;112;Koro;12;assets/images/products/koro/erdnussmus_crunchy_500.webp;0;4260654781366;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
695;Cashewmus 500 g;Cashewmus;61;Koro;12;assets/images/products/koro/cashewmus_500.webp;0;4260335835562;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
696;Crunchy Mandelmus 500 g;Mandelmus weiß;256;Koro;12;assets/images/products/koro/mandelmus_crunchy_500.webp;0;4260718297963;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
697;Dunkles Bio Tahini 500 g;Tahini;408;Koro;12;assets/images/products/koro/tahini_braun_500.webp;0;4260654786309;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
698;Walnussmus 500 g;;;Koro;12;assets/images/products/koro/walnussmus_500.webp;0;4260654780239;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
699;Kürbiskernmus 500 g;;;Koro;12;assets/images/products/koro/kuerbiskernmus.webp;0;4260335836835;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
700;Macadamiamus Rich Roast 500 g;;;Koro;12;assets/images/products/koro/macadamiamus.webp;0;4260654781533;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
701;Bio Sonnenblumenkernmus 500 g;;;Koro;12;assets/images/products/koro/sonnenblumenkernmus.webp;0;4260654783605;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
702;Pekannussmus 500 g;;;Koro;12;assets/images/products/koro/pekanussmus.webp;0;4260654788747;0;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
703;Bio Hanfmus 500 g;;;Koro;12;assets/images/products/koro/hanfmus.webp;0;4260654780246;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
704;Bio Pinienkernmus 500 g;;;Koro;12;assets/images/products/koro/pinienkernmus.webp;0;4260718292241;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
705;Bio 4 Nussmus ;Nussmus;281;Koro;12;assets/images/products/koro/nussmus_500.webp;0;4255582815108;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
706;Bio Pistazienmus 250g;Pistazienmus;318;Koro;12;assets/images/products/koro/pistazienmus_250.webp;0;4260654783414;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
707;Bio Kokosmus 450 g;Kokosmus;201;Koro;12;assets/images/products/koro/kokosnussmus.webp;0;4260335833148;1;1;Gl.;g;450;;;;;;;;;;;;;;;;;;;
709;Blumenkohl;Blumenkohl, gefroren;37;Naturalcool;13;assets/images/products/natural_cool/blumenkohl.webp;0;4026813000552;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
710;Dicke Bohnen;Ackerbohnen, gefroren;2;Naturalcool;13;assets/images/products/natural_cool/dicke_bohnen.webp;0;4026813000453;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
711;Hackspinat;Spinat, gefroren;392;Naturalcool;13;assets/images/products/natural_cool/spinat.webp;0;4026813000439;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
712;Zuckermais;Mais, gekocht;246;Naturalcool;13;assets/images/products/natural_cool/mais.webp;0;4026813020048;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
713;Brokkoli;Brokkoli, gefroren;44;Naturalcool;13;assets/images/products/natural_cool/brokkoli.webp;0;4026813000095;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
714;Grünkohl;Grünkohl, gefroren;137;Naturalcool;13;assets/images/products/natural_cool/gruenkohl.webp;0;4026813000118;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
715;Blattspinat;Spinat, gefroren;392;Naturalcool;13;assets/images/products/natural_cool/blattspinat.webp;0;4026813020079;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
716;Erbsen;Erbsen grün, gefroren;103;Naturalcool;13;assets/images/products/natural_cool/erbsen.webp;0;4026813020031;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
717;Brechbohnen;Brechbohnen, gefroren;42;Naturalcool;13;assets/images/products/natural_cool/brechbohnen.webp;0;4026813020024;1;1;Pkg.;g;450;;;;;;;;;;;;;;;;;;;
718;Rote Johannisbeeren;Johannisbeeren rot, gefroren;168;Naturalcool;13;assets/images/products/natural_cool/johannisbeeren_rot.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
719;Süßkirschen;Kirschen, gefroren;190;Naturalcool;13;assets/images/products/natural_cool/kirschen.webp;0;4026813420213;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
720;Schwarze Johannisbeeren;Johannisbeeren schwarz, gefroren;170;Naturalcool;13;assets/images/products/natural_cool/johannisbeeren_schwarz.webp;0;4026813420251;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
721;Rhabarber;Rhabarber;337;Naturalcool;13;assets/images/products/natural_cool/rhababer.webp;0;4026813420244;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
722;Heidelbeeren;Heidelbeeren, gefroren;158;Naturalcool;13;assets/images/products/natural_cool/heidelbeeren.webp;0;4026813420220;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
723;Brauner Reis Miso;;;Lima;14;assets/images/products/lima/reismiso.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
724;Reis Miso 25 % weniger Salz,;;;Lima;14;assets/images/products/lima/reismiso_less_salt.png.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
725;Barley Miso;Mugi Miso;270;Lima;14;assets/images/products/lima/barleymiso.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
726;Linsen Miso;;;Lima;14;assets/images/products/lima/lentilmiso.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
727;Shiro Miso;Shiro Miso;377;Lima;14;assets/images/products/lima/shiromiso.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
728;Hatcho Miso;;;Lima;14;assets/images/products/lima/hatchomiso.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
729;Shoyu 28 % weniger Salz;Shoyu;378;Lima;14;assets/images/products/lima/shoyu_less_salt_250.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
730;Shoyu 28 % weniger Salz;Shoyu;378;Lima;14;assets/images/products/lima/shoyu_less_salt_500.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
731;Shoyu mild;Shoyu;378;Lima;14;assets/images/products/lima/shoyu_mild_145.webp;0;;1;1;Fl.;ml;145;;;;;;;;;;;;;;;;;;;
732;Shoyu mild;Shoyu;378;Lima;14;assets/images/products/lima/shoyu_mild_250.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
733;Shoyu mild;Shoyu;378;Lima;14;assets/images/products/lima/shoyu_mild_500.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
734;Tamari strong;Tamari;409;Lima;14;assets/images/products/lima/tamari_strong_500.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
735;Tamari strong;Tamari;409;Lima;14;assets/images/products/lima/tamari_strong_250.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
736;Tamari strong;Tamari;409;Lima;14;assets/images/products/lima/tamari_strong_145.webp;0;;1;1;Fl.;ml;145;;;;;;;;;;;;;;;;;;;
737;Tamari 50 % weniger Salz;Tamari;409;Lima;14;assets/images/products/lima/tamari_less_salt.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
738;Tamari 50 % weniger Salz;Tamari;409;Lima;14;assets/images/products/lima/tamari_less_salt.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
739;Teriyaki;Teriyaki Sauce;413;Lima;14;assets/images/products/lima/teriyaki.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
740;Tamari 25 % weniger Salz;Tamari;409;Lima;14;assets/images/products/lima/tamari_less_25.webp;0;;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
741;Tamari 25 % weniger Salz;Tamari;409;Lima;14;assets/images/products/lima/tamari_less_25.webp;0;;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
742;Reis Drink Original;Reismilch;334;Lima;14;assets/images/products/lima/reisdrink.webp;0;;1;1;Pkg.;L;1000;;;;;;;;;;;;;;;;;;;
743;Hafer Drink Natur;Hafermilch;147;Lima;14;assets/images/products/lima/haferdrink.webp;0;;1;1;Pkg.;L;1000;;;;;;;;;;;;;;;;;;;
744;Soja Drink Natur;Sojamilch;384;Lima;14;assets/images/products/lima/sojadrink.webp;0;;1;1;Pkg.;L;1000;;;;;;;;;;;;;;;;;;;
745;Mandel Drink;Mandelmilch;254;Lima;14;assets/images/products/lima/mandeldrink.webp;0;;1;1;Pkg.;L;1000;;;;;;;;;;;;;;;;;;;
746;Dinkel Drink Natur;Dinkelmilch;85;Lima;14;assets/images/products/lima/dinkeldrink.webp;0;;1;1;Pkg.;L;1000;;;;;;;;;;;;;;;;;;;
747;Gomasio Original;;;Lima;14;assets/images/products/lima/gomasio.webp;0;;1;1;Gl.;g;225;;;;;;;;;;;;;;;;;;;
748;Tahin;Tahini;408;Lima;14;assets/images/products/lima/tahini.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
