id;name;ingredient_name;ingredient_id;producer_name;producer_id;image;favorite;EAN;bio;size_number;size_unit_code;yield_unit_code;yield_amount;;;;;;;;;;;;;;;;;;;
307;Cashewmus;Cashewmus;61;Rapunzel;3;assets/images/products/rapunzel/cashewmus_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
308;Mandelmus;Mandelmus braun;255;Rapunzel;3;assets/images/products/rapunzel/mandelmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
309;Mandelmus weiß;Mandelmus weiß;256;Rapunzel;3;assets/images/products/rapunzel/mandelmus_weiss_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
310;Cashewmus;Cashewmus;61;Rapunzel;3;assets/images/products/rapunzel/cashewmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
311;Tahin (Sesammus);Tahini;408;Rapunzel;3;assets/images/products/rapunzel/tahini_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
312;Haselnussmus;Haselnussmus;154;Rapunzel;3;assets/images/products/rapunzel/haselnussmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
313;Mandelmus weiß;Mandelmus weiß;256;Rapunzel;3;assets/images/products/rapunzel/mandelmus_weiss.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
314;Tahin (Sesammus);Tahini;408;Rapunzel;3;assets/images/products/rapunzel/tahini.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
315;Mischmus;Nussmus;281;Rapunzel;3;assets/images/products/rapunzel/nussmus_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
316;Erdnussmus fein;Erdnussmus;112;Rapunzel;3;assets/images/products/rapunzel/erdnussmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
317;Mischmus;Nussmus;281;Rapunzel;3;assets/images/products/rapunzel/nussmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
318;Tahin weiß (Sesammus);Tahini;408;Rapunzel;3;assets/images/products/rapunzel/tahini_weiss.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
319;Pistazienmus;Pistazienmus;318;Rapunzel;3;assets/images/products/rapunzel/pistazienmus.webp;0;;1;1;Gl.;g;225;;;;;;;;;;;;;;;;;;;
320;Meersalz jodiert;Salz, jodiert;360;Rapunzel;3;assets/images/products/rapunzel/meersalz.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
321;Kräutersalz jodiert mit 15% Kräutern und Gemüse;Salz, jodiert;360;Rapunzel;3;assets/images/products/rapunzel/kraeutersalz.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
322;Hefeflocken;Hefeflocken;156;Rapunzel;3;assets/images/products/rapunzel/hefeflocken.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
323;Gomasio, Sesam und Meersalz;;;Rapunzel;3;assets/images/products/rapunzel/gomaiso.webp;0;;1;1;Gl.;g;100;;;;;;;;;;;;;;;;;;;
324;Kokosmilch;Kokosmilch;200;Rapunzel;3;assets/images/products/rapunzel/kokosmilch_400.webp;0;;1;1;Ds.;g;400;;;;;;;;;;;;;;;;;;;
325;Kokosmilch;Kokosmilch;200;Rapunzel;3;assets/images/products/rapunzel/kokosmilch_200.webp;0;;1;1;Ds.;g;200;;;;;;;;;;;;;;;;;;;
326;Kokosraspel;Kokosraspeln;203;Rapunzel;3;assets/images/products/rapunzel/kokosraspel.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
327;Kokosmus;Kokosmus;201;Rapunzel;3;assets/images/products/rapunzel/kokosmus.webp;0;;1;1;Gl.;g;215;;;;;;;;;;;;;;;;;;;
328;Mandeln, Europa;Mandeln;257;Rapunzel;3;assets/images/products/rapunzel/mandeln_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
329;Walnusskerne Hälften;Walnusskerne;441;Rapunzel;3;assets/images/products/rapunzel/walnusskerne_100.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
330;Walnusskernstückchen;Walnusskerne;441;Rapunzel;3;assets/images/products/rapunzel/walnussstuecke.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
331;Haselnüsse;Haselnusskerne;152;Rapunzel;3;assets/images/products/rapunzel/haselnuesse.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
332;Mandeln, Kalifornien;Mandeln;257;Rapunzel;3;assets/images/products/rapunzel/mandeln_cal_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
333;Cashewbruch;Cashewkerne;59;Rapunzel;3;assets/images/products/rapunzel/cashewbruch.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
334;Pekannüsse Hälften;Pekannüsse;302;Rapunzel;3;assets/images/products/rapunzel/pekanuesse.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
335;Paranusskerne;Paranüsse;299;Rapunzel;3;assets/images/products/rapunzel/paranuss.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
336;Cashewkerne ganz;Cashewkerne;59;Rapunzel;3;assets/images/products/rapunzel/cashewkerne.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
337;Erdnüsse in der Schale geröstet;Erdnüsse;111;Rapunzel;3;assets/images/products/rapunzel/erdnuesse.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
338;Haselnüsse Levantiner;Haselnusskerne;152;Rapunzel;3;assets/images/products/rapunzel/haselnuss_levi.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
339;Pinienkerne;Pinienkerne;315;Rapunzel;3;assets/images/products/rapunzel/pinienkerne.webp;0;;1;1;Pkg.;g;75;;;;;;;;;;;;;;;;;;;
340;Pekannussstückchen;Pekannüsse;302;Rapunzel;3;assets/images/products/rapunzel/pekanussstuecke.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
341;Cashewbruch;Cashewkerne;59;Rapunzel;3;assets/images/products/rapunzel/cashewbruch_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
342;Zedernüsse;;;Rapunzel;3;assets/images/products/rapunzel/zedernuss.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
343;Cashewkerne ganz;Cashewkerne;59;Rapunzel;3;assets/images/products/rapunzel/cashewkerne_100.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
344;Walnusskerne, Hälften;Walnusskerne;441;Rapunzel;3;assets/images/products/rapunzel/walnusskerne_375.webp;0;;1;1;Pkg.;g;375;;;;;;;;;;;;;;;;;;;
345;Mandeln, Europa;Mandeln;257;Rapunzel;3;assets/images/products/rapunzel/mandeln_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
346;Buchweizen-Spaghetti;Buchweizen-Spaghetti;51;Rapunzel;3;assets/images/products/rapunzel/soba.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
347;Spaghetti Vollkorn;Weizen-Vollkorn Linguine;457;Rapunzel;3;assets/images/products/rapunzel/weizen_spaghetti.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
348;Gelbe Linsen Hörnchen;Gelbe Linsennudeln;125;Rapunzel;3;assets/images/products/rapunzel/gelbe_linsen_horn.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
349;Emmer-Spaghetti Vollkorn;Vollkorn-Spaghetti;437;Rapunzel;3;assets/images/products/rapunzel/emmer_spaghetti.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
350;Emmer-Spirelli Vollkorn;Emmer-Vollkorn Fusilli;97;Rapunzel;3;assets/images/products/rapunzel/emmer_spirelli.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
351;Spirelli Vollkorn;Weizen-Vollkorn Fusilli;455;Rapunzel;3;assets/images/products/rapunzel/weizen_spirelli.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
352;Lasagne-Platten Vollkorn;Weizen-Vollkorn Lasagne;456;Rapunzel;3;assets/images/products/rapunzel/weizen_lasagne.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
353;Emmer-Penne Vollkorn;Emmer-Vollkorn Penne;98;Rapunzel;3;assets/images/products/rapunzel/emmer_penne.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
354;Rote Linsen Spirelli;Rote Linsennudeln;353;Rapunzel;3;assets/images/products/rapunzel/rote_linsen_spirelli.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
355;Faden Suppennudeln Vollkorn;Vollkorn-Fadennudeln;432;Rapunzel;3;assets/images/products/rapunzel/weizen_fadennudeln.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
356;Penne Vollkorn;Weizen-Vollkorn Penne;458;Rapunzel;3;assets/images/products/rapunzel/weizen_penne.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
357;Kichererbsen Spirelli;Kichererbsennudeln;184;Rapunzel;3;assets/images/products/rapunzel/kichererbsennudeln.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
358;Dinkel-Spirelli Vollkorn;Dinkel-Vollkorn Fusilli;88;Rapunzel;3;assets/images/products/rapunzel/dinkel_spirelli.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
359;Reis-Lasagne;;;Rapunzel;3;assets/images/products/rapunzel/reis_lasagne.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
360;Gelbe Linsen Spaghetti;Gelbe Linsennudeln;125;Rapunzel;3;assets/images/products/rapunzel/linsen_spaghetti.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
361;Grüne Erbsen Penne;Erbsennudeln;106;Rapunzel;3;assets/images/products/rapunzel/erbsennudeln.webp;0;;1;1;Pkg.;g;300;;;;;;;;;;;;;;;;;;;
362;Datteln Deglet Nour, entsteint;Datteln, getrocknet;79;Rapunzel;3;assets/images/products/rapunzel/datteln.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
363;Datteln Deglet Nour, entsteint;Datteln, getrocknet;79;Rapunzel;3;assets/images/products/rapunzel/datteln_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
364;Mango Soft;Mango, getrocknet;260;Rapunzel;3;assets/images/products/rapunzel/mangostuecke.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
365;Mangos;Mango, getrocknet;260;Rapunzel;3;assets/images/products/rapunzel/mangos.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
366;Datteln Deglet Nour, mit Stein;Datteln, getrocknet;79;Rapunzel;3;assets/images/products/rapunzel/datteln_stein.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
367;Datteln Soft, entsteint;Datteln, getrocknet;79;Rapunzel;3;assets/images/products/rapunzel/datteln_soft.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
368;Aceto Balsamico di Modena I.G.P., Rustico;Balsamico-Essig;21;Rapunzel;3;assets/images/products/rapunzel/balsamico_rustico.webp;0;;1;1;Fl.;L;0,5;;;;;;;;;;;;;;;;;;;
369;Aceto Balsamico di Modena I.G.P., Speciale;Balsamico-Essig;21;Rapunzel;3;assets/images/products/rapunzel/balsamico_speciale.webp;0;;1;1;Fl.;L;0,25;;;;;;;;;;;;;;;;;;;
370;Kichererbsenmehl geröstet;Kichererbsenmehl;183;Rapunzel;3;assets/images/products/rapunzel/kichererbsenmehl.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
371;Sprossen-Broccoli bioSnacky;Brokkoli-Sprossen;45;Rapunzel;3;assets/images/products/rapunzel/brokkoli-sprossen.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
372;Rucola bioSnacky;Rucola-Sprossen;356;Rapunzel;3;assets/images/products/rapunzel/rucolasprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
373;Sprossen-Broccoli bioSnacky;Brokkoli-Sprossen;45;Rapunzel;3;assets/images/products/rapunzel/brokkoli-sprossen_150.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
374;Radieschen bioSnacky;Radieschen-Sprossen;328;Rapunzel;3;assets/images/products/rapunzel/radieschensprossen.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
375;Radieschen bioSnacky;Radieschen-Sprossen;328;Rapunzel;3;assets/images/products/rapunzel/radieschensprossen_40.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
376;Grünkohl bioSnacky;Grünkohl-Sprossen;138;Rapunzel;3;assets/images/products/rapunzel/gruenkohlsprossen.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
377;Mungbohne bioSnacky;Mungbohnen-Sprossen;272;Rapunzel;3;assets/images/products/rapunzel/mungbohnesprossen_150.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
378;Alfalfa Luzerne bioSnacky;Alfala-Sprossen;3;Rapunzel;3;assets/images/products/rapunzel/alfala_150.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
379;Kresse bioSnacky;Kresse-Sprossen;212;Rapunzel;3;assets/images/products/rapunzel/kresse.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
380;Alfalfa Luzerne bioSnacky;Alfala-Sprossen;3;Rapunzel;3;assets/images/products/rapunzel/alfala.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
381;Kresse bioSnacky;Kresse-Sprossen;212;Rapunzel;3;assets/images/products/rapunzel/kresse_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
382;Mungbohne bioSnacky;Mungbohnen-Sprossen;272;Rapunzel;3;assets/images/products/rapunzel/mungbohnensprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
383;Buchweizen geschält bioSnacky;Buchweizen-Sprossen;52;Rapunzel;3;assets/images/products/rapunzel/buchweizensprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
384;Weizengras bioSnacky;Weizen-Sprossen;453;Rapunzel;3;assets/images/products/rapunzel/weizengras.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
385;Vital Sprossen-Mix bioSnacky;Linsen-Sprossen;236;Rapunzel;3;assets/images/products/rapunzel/vitalsprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
386;Fitness Sprossen-Mix bioSnacky;Weizen-Sprossen;453;Rapunzel;3;assets/images/products/rapunzel/fitnesssprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
387;Wellness Sprossen-Mix bioSnacky;Mungbohnen-Sprossen;272;Rapunzel;3;assets/images/products/rapunzel/welnesssprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
388;Power Sprossen-Mix bioSnacky;Radieschen-Sprossen;328;Rapunzel;3;assets/images/products/rapunzel/powersprossen.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
389;Rotklee bioSnacky;;;Rapunzel;3;assets/images/products/rapunzel/rotklee.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
390;Fitness Sprossen-Mix bioSnacky;Weizen-Sprossen;453;Rapunzel;3;assets/images/products/rapunzel/fitnesssprossen_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
391;Mild-aromatischer Sprossen-Mix bioSnacky;Linsen-Sprossen;236;Rapunzel;3;assets/images/products/rapunzel/linsensprossen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
392;Bockshornklee bioSnacky;;;Rapunzel;3;assets/images/products/rapunzel/bockshornklee.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
393;Kakao, stark entölt;Kakaopulver;172;Naturata;4;assets/images/products/naturata/kakao_st_entoelt.webp;0;4024297467380;1;1;Pkg.;g;125;;;;;;;;;;;;;;;;;;;
394;Kakao, alkalisiert;Kakaopulver;172;Naturata;4;assets/images/products/naturata/kakao_alkalisiert.webp;0;4024297467489;1;1;Pkg.;g;125;;;;;;;;;;;;;;;;;;;
395;Edelkakao aus Lateinamerika;Kakaopulver;172;Naturata;4;assets/images/products/naturata/edelkakao.webp;0;4024297007593;1;1;Pkg.;g;125;;;;;;;;;;;;;;;;;;;
396;Delikatess Senf in der Tube;Senf;372;Naturata;4;assets/images/products/naturata/delikatess_senf.webp;0;4024297006268;1;1;Tb.;ml;100;;;;;;;;;;;;;;;;;;;
397;Dijon Senf in der Tube;Senf;372;Naturata;4;assets/images/products/naturata/dijonsenf.webp;0;4024297011606;1;1;Tb.;ml;100;;;;;;;;;;;;;;;;;;;
398;Balsamico Senf in der Tube;Senf;372;Naturata;4;assets/images/products/naturata/balsamicosenf.webp;0;4024297009337;1;1;Tb.;ml;100;;;;;;;;;;;;;;;;;;;
399;Vollrohrzucker;Zucker;470;Naturata;4;assets/images/products/naturata/vollrohrzucker.webp;0;4024297017776;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
400;Melasse Hefeflocken, 100 % Bio-Hefe, Nachfüllbeutel;Hefeflocken;156;Naturata;4;assets/images/products/naturata/hefeflocken_100.webp;0;4024297020974;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
401;Atlantik Meersalz, mit jodhaltigen Bio Algen;Salz, jodiert;360;Naturata;4;assets/images/products/naturata/salz_jodiert.webp;0;4024297011927;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
402;Melasse Hefeflocken, 100 % Bio-Hefe;Hefeflocken;156;Naturata;4;assets/images/products/naturata/hefeflocken_dose.webp;0;4024297015086;1;1;Ds.;g;100;;;;;;;;;;;;;;;;;;;
403;Lasagne, Dinkelvollkorn;Weizen-Vollkorn Lasagne;456;Naturata;4;assets/images/products/naturata/dinkel_lasagne.webp;0;4024297021490;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
404;Spaghetti, Dinkelvollkorn;Dinkel-Vollkorn Linguine;89;Naturata;4;assets/images/products/naturata/dinkelspaghetti.webp;0;4024297060147;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
405;Spirelli, Dinkelvollkorn;Dinkel-Vollkorn Fusilli;88;Naturata;4;assets/images/products/naturata/dinkelspirelli.webp;0;4024297060444;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
406;Bandnudeln, Dinkelvollkorn;Dinkel-Vollkorn Bandnudeln;86;Naturata;4;assets/images/products/naturata/dinkelbandnudeln.webp;0;4024297060581;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
407;Penne, Dinkelvollkorn;Dinkel-Vollkorn Penne;90;Naturata;4;assets/images/products/naturata/dinkelpenne.webp;0;4024297062813;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
408;Bourbon-Vanille, gemahlen;Vanille;429;Naturata;4;assets/images/products/naturata/vanille.webp;0;4024297330202;1;1;Gl.;g;10;;;;;;;;;;;;;;;;;;;
409;Aceto Balsamico di Modena IGP;Balsamico-Essig;21;Naturata;4;assets/images/products/naturata/balsamico_500.webp;0;4024297151760;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
410;Aceto Balsamico di Modena IGP;Balsamico-Essig;21;Naturata;4;assets/images/products/naturata/balsamico_250.webp;0;4024297004394;1;1;Fl.;ml;250;;;;;;;;;;;;;;;;;;;
411;Olivenöl Italien nativ extra;Olivenöl;285;Naturata;4;assets/images/products/naturata/olivenoel_it.webp;0;4024297008743;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
412;Rapsöl nativ;Rapsöl;329;Naturata;4;assets/images/products/naturata/rapsoel.webp;0;4024297216100;1;1;Fl.;ml;500;;;;;;;;;;;;;;;;;;;
413;Weizenkeime, teilentölt;Weizenkeime;451;Naturata;4;assets/images/products/naturata/weizenkeime.webp;0;4024297018179;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
414;Mangostücke;Mango, getrocknet;260;Naturata;4;assets/images/products/naturata/mangostuecke.webp;0;4024297291114;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
415;Cashewkerne, großer Bruch;Cashewkerne;59;Naturata;4;assets/images/products/naturata/cashewkerne.webp;0;4024297293019;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
416;Erdnüsse in der Schale;Erdnüsse;111;Naturata;4;assets/images/products/naturata/erdnuesse.webp;0;4024297008019;1;1;Pkg.;g;330;;;;;;;;;;;;;;;;;;;
417;Haselnusskerne;Haselnusskerne;152;Naturata;4;assets/images/products/naturata/haselnuss.webp;0;4024297293316;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
418;Walnuss, halbe Kerne;Walnusskerne;441;Naturata;4;assets/images/products/naturata/walnuss_100.webp;0;4024297294016;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
419;Walnussbruch;Walnusskerne;441;Naturata;4;assets/images/products/naturata/walnuss_150.webp;0;4024297294115;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
420;Kokosraspeln;Kokosraspeln;203;Naturata;4;assets/images/products/naturata/kokosraspeln.webp;0;4024297294214;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
421;Tomatenmark, einfach konzentrier;Tomatenmark;422;Naturata;4;assets/images/products/naturata/tomatenmark_glas.webp;0;4024297158011;1;1;Gl.;g;125;;;;;;;;;;;;;;;;;;;
422;Tomatenmark, einfach konzentrier;Tomatenmark;422;Naturata;4;assets/images/products/naturata/tomatenmark_glas_200.webp;0;4024297003359;1;1;Gl.;g;200;;;;;;;;;;;;;;;;;;;
423;Tomatenmark, zweifach konzentriert 28-30 % in der Tube;Tomatenmark;422;Naturata;4;assets/images/products/naturata/tomatenmark_tube.webp;0;4024297013945;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
424;Passierte Tomaten;Tomaten Passata;419;Naturata;4;assets/images/products/naturata/passata_400.webp;0;4024297158110;1;1;Gl.;g;400;;;;;;;;;;;;;;;;;;;
425;Tomaten Passata;Tomaten Passata;419;Naturata;4;assets/images/products/naturata/passata_700.webp;0;4024297158158;1;1;Fl.;g;700;;;;;;;;;;;;;;;;;;;
426;Geschälte Tomaten in Tomatensaft;Tomatenstücke;423;Naturata;4;assets/images/products/naturata/tomatenstuecke_660.webp;0;4024297158219;1;1;Fl.;g;660;;;;;;;;;;;;;;;;;;;
427;Geschälte Tomaten in Tomatensaft;Tomatenstücke;423;Naturata;4;assets/images/products/naturata/tomatenstuecke_400.webp;0;4024297015857;1;1;Gl.;g;420;;;;;;;;;;;;;;;;;;;
428;Kokosmilch demeter 400ml;Kokosmilch;200;Morgenland;5;assets/images/products/morgenland/kokosmilch_demeter.webp;0;4044019390802;1;1;Ds.;g;400;;;;;;;;;;;;;;;;;;;
429;Kokosmilch extra 250ml;Kokosmilch;200;Morgenland;5;assets/images/products/morgenland/kokosmilch_250.webp;0;4044019181042;1;1;Pkg.;ml;250;;;;;;;;;;;;;;;;;;;
430;Kokosmilch extra 400ml;Kokosmilch;200;Morgenland;5;assets/images/products/morgenland/kokosmilch_400.webp;0;4044019390017;1;1;Ds.;g;400;;;;;;;;;;;;;;;;;;;
431;Kokosmilch extra 200ml;Kokosmilch;200;Morgenland;5;assets/images/products/morgenland/kokosmilch_200.webp;0;4044019390024;1;1;Ds.;g;200;;;;;;;;;;;;;;;;;;;
432;Kokosraspel 200g;Kokosraspeln;203;Morgenland;5;assets/images/products/morgenland/kokosraspel.webp;0;4044019150574;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
433;Cashewbruch 200g;Cashewkerne;59;Morgenland;5;assets/images/products/morgenland/cashewbruch_200.webp;0;4044019150017;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
434;Cashewbruch 500g;Cashewkerne;59;Morgenland;5;assets/images/products/morgenland/cashewbruch_500.webp;0;4044019150208;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
435;Haselnusskerne 200g;Haselnusskerne;152;Morgenland;5;assets/images/products/morgenland/haselnuss_200.webp;0;4044019150567;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
436;Haselnusskerne 500g;Haselnusskerne;152;Morgenland;5;assets/images/products/morgenland/haselnuss_500.webp;0;4044019150031;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
437;Macadamianüsse 100g;Macadamiennüsse;244;Morgenland;5;assets/images/products/morgenland/macadamia.webp;0;4044019150123;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
438;Mandeln 200g;Mandeln;257;Morgenland;5;assets/images/products/morgenland/mandeln_200.webp;0;4044019150581;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
439;Mandeln 500g;Mandeln;257;Morgenland;5;assets/images/products/morgenland/mandeln_500.webp;0;4044019150079;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
440;Maronen 100g;Maronen;262;Morgenland;5;assets/images/products/morgenland/maronen.webp;0;4044019190396;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
441;Paranusskerne 100g;Paranüsse;299;Morgenland;5;assets/images/products/morgenland/paranuss.webp;0;4044019150086;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
442;Pekannusskerne Hälften 100g;Pekannüsse;302;Morgenland;5;assets/images/products/morgenland/pekanuss.webp;0;4044019150192;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
443;Pinienkerne 100g;Pinienkerne;315;Morgenland;5;assets/images/products/morgenland/pinienkerne.webp;0;4044019150093;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
444;Pistazienkerne, grün, geschält 70g;Pistazien;317;Morgenland;5;assets/images/products/morgenland/pistazien.webp;0;4044019150697;1;1;Pkg.;g;70;;;;;;;;;;;;;;;;;;;
445;Walnusskerne Hälften 100g;Walnusskerne;441;Morgenland;5;assets/images/products/morgenland/walnuss_100.webp;0;4044019150109;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
446;Walnussbruch 175g;Walnusskerne;441;Morgenland;5;assets/images/products/morgenland/walnuss_175.webp;0;4044019150222;1;1;Pkg.;g;175;;;;;;;;;;;;;;;;;;;
447;Deglet Nour Datteln 200g;Datteln, getrocknet;79;Morgenland;5;assets/images/products/morgenland/datteln_200.webp;0;4044019180076;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
448;Deglet Nour Datteln entsteint 500g;Datteln, getrocknet;79;Morgenland;5;assets/images/products/morgenland/datteln_500.webp;0;4044019180083;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
449;Getrocknete Tomaten 100g;Tomaten, getrocknet;421;Morgenland;5;assets/images/products/morgenland/getr_tomaten.webp;0;4044019480008;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
450;Gojibeeren 100g;Goji-Beeren, getrocknet;129;Morgenland;5;assets/images/products/morgenland/goji.webp;0;4044019180298;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
