﻿id;name;recipe_category;picture;portion_number;portion_unit;cook_counter;favorite;bookmark;last cooked;last_updated;inspired_by;description;tip
217;Rotkohl-Pastinaken-Dörr-Wraps;6;assets/images/recipes/rotkohl-pastinaken-doerr-wraps.webp;3;Wrp.;0;0;0;;;;;
218;rote Beete-Apfel-Dörr-Wraps;6;assets/images/recipes/rote_beete-apfel-doerr-wraps.webp;3;Wrp.;0;0;0;;;;;
219;Kohl-Banane-Dörr-Wraps;6;assets/images/recipes/kohl-banane-doerr-wraps.webp;3;Wrp.;0;0;0;;;;;
220;Ingwer-Kohl-Wrap;6;assets/images/recipes/ingwer-kohl-wrap.webp;3;Port.;0;0;0;;;;;
221;Tempeh-Gerste-Granatapfel-Wrap;6;assets/images/recipes/tempeh-gerste-granatapfel-wrap.webp;3;Port.;0;0;0;;;;;
222;Gyros-Rotkohl-Wrap;6;assets/images/recipes/gyros-rotkohl-wrap.webp;3;Port.;0;0;0;;;;;
223;Rotkohl-Tomaten-Kichererbsen-Salat;7;assets/images/recipes/rotkohl-tomaten-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
224;Blumenkohl-Rucola-Mais-Salat;7;assets/images/recipes/blumenkohl-rucola-mais-salat.webp;3;Port.;0;0;0;;;;;
225;Tomaten-Paprika-Linsen-Salat;7;assets/images/recipes/tomaten-paprika-linsen-salat.webp;3;Port.;0;0;0;;;;;
226;Rotkohl-Blumenkohl-Möhren-Salat;7;assets/images/recipes/rotkohl-blumenkohl-moehren-salat.webp;3;Port.;0;0;0;;;;;
227;Möhren-Tomaten-weiße Bohnen-Salat;7;assets/images/recipes/moehren-tomaten-weisse_bohnen-salat.webp;3;Port.;0;0;0;;;;;
228;Paprika-Mais-Erbsen-Salat;7;assets/images/recipes/paprika-mais-erbsen-salat.webp;3;Port.;0;0;0;;;;;
229;Brokkoli-Tomaten-Kichererbsen-Salat;7;assets/images/recipes/brokkoli-tomaten-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
230;Rainbow-Kichererbsen-Bohnen-Salat;7;assets/images/recipes/rainbow-kichererbsen-bohnen-salat.webp;3;Port.;0;0;0;;;;;
231;Gurken-Mais-Edamame-Salat;7;assets/images/recipes/gurken-mais-edamame-salat.webp;3;Port.;0;0;0;;;;;
232;Blumenkohl-Tomaten-Bohnen-Salat;7;assets/images/recipes/blumenkohl-tomaten-bohnen-salat.webp;3;Port.;0;0;0;;;;;
233;Zucchini-Tomaten-Bohnen-Salat;7;assets/images/recipes/zucchini-tomaten-bohnen-salat.webp;3;Port.;0;0;0;;;;;
234;Gurken-Bohnen-Salat mit Erdbeer-Dressing;7;assets/images/recipes/gurken-bohnen-salat_mit_erdbeer-dressing.webp;3;Port.;0;0;0;;;;;
235;Tomaten-Jalapeno-Bohnen-Salat;7;assets/images/recipes/tomaten-jalapeno-bohnen-salat.webp;3;Port.;0;0;0;;;;;
236;Sellerie-Kidneybohnen-Quinoa-Salat;7;assets/images/recipes/sellerie-kidneybohnen-quinoa-salat.webp;3;Port.;0;0;0;;;;;
237;Tomaten-Kichererbsen-Kidneybohnen-Salat;7;assets/images/recipes/tomaten-kichererbsen-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
238;Zucchini-Paprika-Kichererbsen-Salat;7;assets/images/recipes/zucchini-paprika-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
239;Tomaten-Brechbohnen-Kichererbsen-Salat;7;assets/images/recipes/tomaten-brechbohnen-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
240;Brokkoli-Pilz-Erbsen-Salat;7;assets/images/recipes/brokkoli-pilz-erbsen-salat.webp;3;Port.;0;0;0;;;;;
241;Zucchini-Paprika-Quinoa-Salat;7;assets/images/recipes/zucchini-paprika-quinoa-salat.webp;3;Port.;0;0;0;;;;;
242;Tomaten-Kidneybohnen-Couscous-Salat;7;assets/images/recipes/tomaten-kidneybohnen-couscous-salat.webp;3;Port.;0;0;0;;;;;
243;Brokkoli-Tomaten-Rucola-Salat;7;assets/images/recipes/brokkoli-tomaten-rucola-salat.webp;3;Port.;0;0;0;;;;;
244;Tomaten-Gurken-Quinoa-Salat;7;assets/images/recipes/tomaten-gurken-quinoa-salat.webp;3;Port.;0;0;0;;;;;
245;Zucchini-Tomaten-Kidneybohnen-Salat;7;assets/images/recipes/zucchini-tomaten-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
246;Blumenkohl-Tomaten-Kichererbsen-Salat;7;assets/images/recipes/blumenkohl-tomaten-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
247;Paprika-Tomaten-Bohnen-Salat;7;assets/images/recipes/paprika-tomaten-bohnen-salat.webp;3;Port.;0;0;0;;;;;
248;Tomaten-Gurken-Gerste-Salat;7;assets/images/recipes/tomaten-gurken-gerste-salat.webp;3;Port.;0;0;0;;;;;
249;Sellerie-Paprika-Bohnen-Salat;7;assets/images/recipes/sellerie-paprika-bohnen-salat.webp;3;Port.;0;0;0;;;;;
250;Tomaten-Nudel-Bohnen-Salat;7;assets/images/recipes/tomaten-nudel-bohnen-salat.webp;3;Port.;0;0;0;;;;;
251;Gurken-Kidneybohnen-Rucola-Salat;7;assets/images/recipes/gurken-kidneybohnen-rucola-salat.webp;3;Port.;0;0;0;;;;;
252;Brokkoli-Paprika-Linsen-Salat;7;assets/images/recipes/brokkoli-paprika-linsen-salat.webp;3;Port.;0;0;0;;;;;
253;Aubergine-Tomaten-Kichererbsen-Salat;7;assets/images/recipes/aubergine-tomaten-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
254;Möhren-Kichererbsen-Roggen-Salat;7;assets/images/recipes/moehren-kichererbsen-roggen-salat.webp;3;Port.;0;0;0;;;;;
255;Tomaten-Kichererbsen-Hirse-Salat;7;assets/images/recipes/tomaten-kichererbsen-hirse-salat.webp;3;Port.;0;0;0;;;;;
256;Möhren-Walnuss-Erbsen-Salat;7;assets/images/recipes/moehren-walnuss-erbsen-salat.webp;3;Port.;0;0;0;;;;;
257;Mango-Papaya-Linsen-Salat;7;assets/images/recipes/mango-papaya-linsen-salat.webp;3;Port.;0;0;0;;;;;
258;Tomaten-Mungbohnen-Grünkern-Salat;7;assets/images/recipes/tomaten-mungbohnen-gruenkern-salat.webp;3;Port.;0;0;0;;;;;
259;Blumenkohl-Brokkoli-Rotkohl-Salat;7;assets/images/recipes/blumenkohl-brokkoli-rotkohl-salat.webp;3;Port.;0;0;0;;;;;
260;Zucchini-rote Beete-Kichererbsen-Salat;7;assets/images/recipes/zucchini-rote_beete-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
261;Zoodles-Pilz-Bohnen-Salat;7;assets/images/recipes/zoodles-pilz-bohnen-salat.webp;3;Port.;0;0;0;;;;;
262;Tomaten-Mais-Grünkohl-Salat;7;assets/images/recipes/tomaten-mais-gruenkohl-salat.webp;3;Port.;0;0;0;;;;;
263;Süßkartoffel-Erdnuss-Kichererbsen-Salat;7;assets/images/recipes/suesskartoffel-erdnuss-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
264;Kürbis-Kohl-Bohnen-Salat;7;assets/images/recipes/kuerbis-kohl-bohnen-salat.webp;3;Port.;0;0;0;;;;;
265;rote Beete-Kichererbsen-Rucola-Salat;7;assets/images/recipes/rote_beete-kichererbsen-rucola-salat.webp;3;Port.;0;0;0;;;;;
266;Kürbis-Birnen-Nudelsalat;7;assets/images/recipes/kuerbis-birnen-nudelsalat.webp;3;Port.;0;0;0;;;;;
267;Brokkoli-Pastinaken-Kichererbsen-Salat;7;assets/images/recipes/brokkoli-pastinaken-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
268;rote Beete-Blumenkohl-Kidneybohnen-Salat;7;assets/images/recipes/rote_beete-blumenkohl-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
269;Kürbis-Kichererbsen-Buchweizen-Salat;7;assets/images/recipes/kuerbis-kichererbsen-buchweizen-salat.webp;3;Port.;0;0;0;;;;;
270;Sellerie-Apfel-Bohnen-Salat;7;assets/images/recipes/sellerie-apfel-bohnen-salat.webp;3;Port.;0;0;0;;;;;
271;rote Beete-Bohnen-Couscous-Salat;7;assets/images/recipes/rote_beete-bohnen-couscous-salat.webp;3;Port.;0;0;0;;;;;
272;Rosenkohl-Granatapfel-Linsen-Salat;7;assets/images/recipes/rosenkohl-granatapfel-linsen-salat.webp;3;Port.;0;0;0;;;;;
273;Sellerie-rote Beete-Rucola-Salat;7;assets/images/recipes/sellerie-rote_beete-rucola-salat.webp;3;Port.;0;0;0;;;;;
274;rote Beete-Erbsen-Grünkohl-Salat;7;assets/images/recipes/rote_beete-erbsen-gruenkohl-salat.webp;3;Port.;0;0;0;;;;;
275;Rosenkohl-Kürbis-Kichererbsen-Salat;7;assets/images/recipes/rosenkohl-kuerbis-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
276;rote Beete-Pastinaken-Belugalinsen-Salat;7;assets/images/recipes/rote_beete-pastinaken-belugalinsen-salat.webp;3;Port.;0;0;0;;;;;
277;rote Beete-Möhren-Kichererbsen-Salat;7;assets/images/recipes/rote_beete-moehren-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
278;rote Beete-Rosenkohl-Bohnen-Salat;7;assets/images/recipes/rote_beete-rosenkohl-bohnen-salat.webp;3;Port.;0;0;0;;;;;
279;Kürbis-Rosenkohl-Bohnen-Salat;7;assets/images/recipes/kuerbis-rosenkohl-bohnen-salat.webp;3;Port.;0;0;0;;;;;
280;rote Beete-Kichererbsen-Quinoa-Salat;7;assets/images/recipes/rote_beete-kichererbsen-quinoa-salat.webp;3;Port.;0;0;0;;;;;
281;Apfel-Rosenkohl-Bohnen-Salat;7;assets/images/recipes/apfel-rosenkohl-bohnen-salat.webp;3;Port.;0;0;0;;;;;
282;rote Beete-Pastinaken-Kidneybohnen-Salat;7;assets/images/recipes/rote_beete-pastinaken-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
283;Rotkohl-Möhren-Linsen-Salat;7;assets/images/recipes/rotkohl-moehren-linsen-salat.webp;3;Port.;0;0;0;;;;;
284;Rotkohl-rote Beete-Chicoree-Salat;7;assets/images/recipes/rotkohl-rote_beete-chicoree-salat.webp;3;Port.;0;0;0;;;;;
285;Rosenkohl-Granatapfel-Kichererbsen-Salat;7;assets/images/recipes/rosenkohl-granatapfel-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
286;rote Beete-Couscous-Mangold-Salat;7;assets/images/recipes/rote_beete-couscous-mangold-salat.webp;3;Port.;0;0;0;;;;;
287;Apfel-Haselnuss-Schwarzkohl-Salat;7;assets/images/recipes/apfel-haselnuss-schwarzkohl-salat.webp;3;Port.;0;0;0;;;;;
288;Rosenkohl-Chicoree-Bohnen-Salat;7;assets/images/recipes/rosenkohl-chicoree-bohnen-salat.webp;3;Port.;0;0;0;;;;;
289;rote Beete-Süßkartoffel-Couscous-Salat;7;assets/images/recipes/rote_beete-suesskartoffel-couscous-salat.webp;3;Port.;0;0;0;;;;;
290;Radicchio-Möhren-Bohnen-Salat;7;assets/images/recipes/radicchio-moehren-bohnen-salat.webp;3;Port.;0;0;0;;;;;
291;Schwarzkohl-rote Beete-Bohnen-Salat;7;assets/images/recipes/schwarzkohl-rote_beete-bohnen-salat.webp;3;Port.;0;0;0;;;;;
292;gelbe Beete-Sellerie-Kichererbsen-Salat;7;assets/images/recipes/gelbe_beete-sellerie-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
293;Rotkohl-Couscous-Kichererbsen-Salat;7;assets/images/recipes/rotkohl-couscous-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
294;Apfel-Quinoa-Grünkohl-Salat;7;assets/images/recipes/apfel-quinoa-gruenkohl-salat.webp;3;Port.;0;0;0;;;;;
295;rote Beete-Sellerie-Chicoree-Salat;7;assets/images/recipes/rote_beete-sellerie-chicoree-salat.webp;3;Port.;0;0;0;;;;;
296;Pilz-Buchweizen-Grünkohl-Salat;7;assets/images/recipes/pilz-buchweizen-gruenkohl-salat.webp;3;Port.;0;0;0;;;;;
297;Topinambur-rote Beete-Kichererbsen-Salat;7;assets/images/recipes/topinambur-rote_beete-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
298;Rotkohl-Pastinaken-Bohnen-Salat;7;assets/images/recipes/rotkohl-pastinaken-bohnen-salat.webp;3;Port.;0;0;0;;;;;
299;rote Beete-Sellerie-Erbsen-Salat;7;assets/images/recipes/rote_beete-sellerie-erbsen-salat.webp;3;Port.;0;0;0;;;;;
300;Schwarzwurzel-Radicchio-Kichererbsen-Salat;7;assets/images/recipes/schwarzwurzel-radicchio-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
301;rote Beete-Pastinaken-Chicoree-Salat;7;assets/images/recipes/rote_beete-pastinaken-chicoree-salat.webp;3;Port.;0;0;0;;;;;
302;Fenchel-Kohl-Kichererbsen-Salat;7;assets/images/recipes/fenchel-kohl-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
303;Rotkohl-rote Beete-Kichererbsen-Salat;7;assets/images/recipes/rotkohl-rote_beete-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
304;Süßkartoffel-Fenchel-Quinoa-Salat;7;assets/images/recipes/suesskartoffel-fenchel-quinoa-salat.webp;3;Port.;0;0;0;;;;;
305;rote Beete-Süßkartoffel-Chicoree-Salat;7;assets/images/recipes/rote_beete-suesskartoffel-chicoree-salat.webp;3;Port.;0;0;0;;;;;
306;Pastinaken-Pilz-Erbsen-Salat;7;assets/images/recipes/pastinaken-pilz-erbsen-salat.webp;3;Port.;0;0;0;;;;;
307;rote Beete-Radicchio-Bohnen-Salat;7;assets/images/recipes/rote_beete-radicchio-bohnen-salat.webp;3;Port.;0;0;0;;;;;
308;Apfel-Beete-Kichererbsen-Salat;7;assets/images/recipes/apfel-beete-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
309;Fenchel-Bohnen-Chicoree-Salat;7;assets/images/recipes/fenchel-bohnen-chicoree-salat.webp;3;Port.;0;0;0;;;;;
310;rote Beete-Süßkartoffel-Schwarzkohl-Salat;7;assets/images/recipes/rote_beete-suesskartoffel-schwarzkohl-salat.webp;3;Port.;0;0;0;;;;;
311;Rotkohl-Erdnuss-Kichererbsen-Salat;7;assets/images/recipes/rotkohl-erdnuss-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
312;rote Beete-Couscous-Erbsen-Salat;7;assets/images/recipes/rote_beete-couscous-erbsen-salat.webp;3;Port.;0;0;0;;;;;
313;Rotkohl-rote Beete-Kidneybohnen-Salat;7;assets/images/recipes/rotkohl-rote_beete-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
314;Sellerie-Kidneybohnen-Chicoree-Salat;7;assets/images/recipes/sellerie-kidneybohnen-chicoree-salat.webp;3;Port.;0;0;0;;;;;
315;rote Beete-Radieschen-Sojabohnen-Salat;7;assets/images/recipes/rote_beete-radieschen-sojabohnen-salat.webp;3;Port.;0;0;0;;;;;
316;Süßkartoffel-Pastinaken-Kichererbsen-Salat;7;assets/images/recipes/suesskartoffel-pastinaken-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
317;Apfel-Pastinaken-Bohnen-Salat;7;assets/images/recipes/apfel-pastinaken-bohnen-salat.webp;3;Port.;0;0;0;;;;;
318;Rucola-Sellerie-rote Beete-Salat;7;assets/images/recipes/rucola-sellerie-rote_beete-salat.webp;3;Port.;0;0;0;;;;;
319;Pastinaken-Möhren-Bohnen-Salat;7;assets/images/recipes/pastinaken-moehren-bohnen-salat.webp;3;Port.;0;0;0;;;;;
320;Rotkohl-Süßkartoffel-Bohnen-Salat;7;assets/images/recipes/rotkohl-suesskartoffel-bohnen-salat.webp;3;Port.;0;0;0;;;;;
321;Sellerie-Radieschen-Chicoree-Salat;7;assets/images/recipes/sellerie-radieschen-chicoree-salat.webp;3;Port.;0;0;0;;;;;
322;Süßkartoffel-Sellerie-Bohnen-Salat;7;assets/images/recipes/suesskartoffel-sellerie-bohnen-salat.webp;3;Port.;0;0;0;;;;;
323;Sellerie-Fenchel-Rucola-Salat;7;assets/images/recipes/sellerie-fenchel-rucola-salat.webp;3;Port.;0;0;0;;;;;
324;Süßkartoffel-Pastinaken-Belugalinsen-Salat;7;assets/images/recipes/suesskartoffel-pastinaken-belugalinsen-salat.webp;3;Port.;0;0;0;;;;;
325;Rotkohl-Edamame-Couscous-Salat;7;assets/images/recipes/rotkohl-edamame-couscous-salat.webp;3;Port.;0;0;0;;;;;
326;Spargel-Quinoa-Erbsen-Salat;7;assets/images/recipes/spargel-quinoa-erbsen-salat.webp;3;Port.;0;0;0;;;;;
327;Pastinaken-Sellerie-Kidneybohnen-Salat;7;assets/images/recipes/pastinaken-sellerie-kidneybohnen-salat.webp;3;Port.;0;0;0;;;;;
328;Blumenkohl-Süßkartoffel-Bohnen-Salat;7;assets/images/recipes/blumenkohl-suesskartoffel-bohnen-salat.webp;3;Port.;0;0;0;;;;;
329;Rotkohl-Mango-Kichererbsen-Salat;7;assets/images/recipes/rotkohl-mango-kichererbsen-salat.webp;3;Port.;0;0;0;;;;;
330;Rotkohl-Pastinaken-Couscous-Salat;7;assets/images/recipes/rotkohl-pastinaken-couscous-salat.webp;3;Port.;0;0;0;;;;;
331;Morning-Grain-Bowl;8;assets/images/recipes/morning-grain-bowl.webp;1;Port.;0;0;0;;;;;
332;Brokkoli-Süßkartoffel-Bowl mit Tahini-Dressing;8;assets/images/recipes/brokkoli-suesskartoffel-bowl_mit_tahini-dressing.webp;4;Port.;0;0;0;;;;;
333;Sellerie-Süßkartoffel-Bowl mit Mango-Erdnuss-Dressing;8;assets/images/recipes/sellerie-suesskartoffel-bowl_mit_mango-erdnuss-dressing.webp;4;Port.;0;0;0;;;;;
334;Gurken-Tomaten-Gerste-Bowl mit Tahini-Dressing;8;assets/images/recipes/gurken-tomaten-gerste-bowl_mit_tahini-dressing.webp;4;Port.;0;0;0;;;;;
335;Beeren-Tomaten-Rucola-Bowl;8;assets/images/recipes/beeren-tomaten-rucola-bowl.webp;4;Port.;0;0;0;;;;;
336;Zucchini-geröstete Kichererbsen-Bowl;8;assets/images/recipes/zucchini-geroestete_kichererbsen-bowl.webp;4;Port.;0;0;0;;;;;
337;Süßkartoffel-Paprika-Tempeh-Bowl mit Curry-Dressing;8;assets/images/recipes/suesskartoffel-paprika-tempeh-bowl_mit_curry-dressing.webp;4;Port.;0;0;0;;;;;
338;Süßkartoffel-Mango-Pico-Bowl mit Tomaten-Dressing;8;assets/images/recipes/suesskartoffel-mango-pico-bowl_mit_tomaten-dressing.webp;4;Port.;0;0;0;;;;;
339;Zucchini-Gurken-Erbsen-Bowl mit goldenem Dressing;8;assets/images/recipes/zucchini-gurken-erbsen-bowl_mit_goldenem_dressing.webp;4;Port.;0;0;0;;;;;
340;Blumenkohl-Heidelbeer-Cashew-Bowl mit Chili-Dressing;8;assets/images/recipes/blumenkohl-heidelbeer-cashew-bowl_mit_chili-dressing.webp;4;Port.;0;0;0;;;;;
341;Süßkartoffel-Rotkohl-Mais-Bowl mit smoky Dressing;8;assets/images/recipes/suesskartoffel-rotkohl-mais-bowl_mit_smoky_dressing.webp;4;Port.;0;0;0;;;;;
342;Bohnen-Gurke-Paprika-Bowl mit Erdnuss-Dressing;8;assets/images/recipes/bohnen-gurke-paprika-bowl_mit_erdnuss-dressing.webp;4;Port.;0;0;0;;;;;
343;Gurke-Tomaten-BROL-Bowl mit Banane-Curry-Dressing;8;assets/images/recipes/gurke-tomaten-brol-bowl_mit_banane-curry-dressing.webp;4;Port.;0;0;0;;;;;
344;Grünkohl-Mango-Avocado-Bowl;8;assets/images/recipes/gruenkohl-mango-avocado-bowl.webp;4;Port.;0;0;0;;;;;
345;Tomaten-rote Beete-Bowl mit gelber Paprika Bearnaise;8;assets/images/recipes/tomaten-rote_beete-bowl_mit_gelber_paprika_bearnaise.webp;4;Port.;0;0;0;;;;;
346;Papaya-Mango-Bowl mit Tahini-Dill-Dressing;8;assets/images/recipes/papaya-mango-bowl_mit_tahini-dill-dressing.webp;4;Port.;0;0;0;;;;;
347;Zucchini-Möhren-Bowl mit Lauch-Minz-Dressing;8;assets/images/recipes/zucchini-moehren-bowl_mit_lauch-minz-dressing.webp;4;Port.;0;0;0;;;;;
348;Grünkohl-Paprika-Mais-Bowl mit Tomaten-Dressing;8;assets/images/recipes/gruenkohl-paprika-mais-bowl_mit_tomaten-dressing.webp;4;Port.;0;0;0;;;;;
349;Grünkohl-Rotkohl-Paprika-Bowl mit Tomaten-Dressing;8;assets/images/recipes/gruenkohl-rotkohl-paprika-bowl_mit_tomaten-dressing.webp;4;Port.;0;0;0;;;;;
350;Grünkohl-Süßkartoffel-Granatapfel-Bowl;8;assets/images/recipes/gruenkohl-suesskartoffel-granatapfel-bowl.webp;4;Port.;0;0;0;;;;;
351;Süßkartoffel-Brokkoli-Grünkohl-Bowl;8;assets/images/recipes/suesskartoffel-brokkoli-gruenkohl-bowl.webp;4;Port.;0;0;0;;;;;
352;Wirsing-Süßkartoffel-Tempeh-Bowl;8;assets/images/recipes/wirsing-suesskartoffel-tempeh-bowl.webp;4;Port.;0;0;0;;;;;
353;Rosenkohl-Blumenkohl-rote Beete-Bowl;8;assets/images/recipes/rosenkohl-blumenkohl-rote_beete-bowl.webp;4;Port.;0;0;0;;;;;
354;Sellerie-Rosenkohl-Grünkohl-Bowl mit Ananas-Dressing;8;assets/images/recipes/sellerie-rosenkohl-gruenkohl-bowl_mit_ananas-dressing.webp;4;Port.;0;0;0;;;;;
355;Rosenkohl-Brokkoli-Bowl mit Beeren-Dressing;8;assets/images/recipes/rosenkohl-brokkoli-bowl_mit_beeren-dressing.webp;4;Port.;0;0;0;;;;;
356;Rotkohl-Grantapfel-Linsen-Bowl;8;assets/images/recipes/rotkohl-grantapfel-linsen-bowl.webp;4;Port.;0;0;0;;;;;
357;Sellerie-Beete-Bowl mit Bananen-Lauch-Dressing;8;assets/images/recipes/sellerie-beete-bowl_mit_bananen-lauch-dressing.webp;4;Port.;0;0;0;;;;;
358;Kartoffel-Möhren-Papaya-Bowl;8;assets/images/recipes/kartoffel-moehren-papaya-bowl.webp;4;Port.;0;0;0;;;;;
359;rote Beete-Granatapfel-Wirsing-Bowl;8;assets/images/recipes/rote_beete-granatapfel-wirsing-bowl.webp;4;Port.;0;0;0;;;;;
360;rote Beete-Sellerie-Chicoree-Bowl;8;assets/images/recipes/rote_beete-sellerie-chicoree-bowl.webp;4;Port.;0;0;0;;;;;
361;Schwarzkohl-Süßkartoffel-Rosenkohl-Bowl;8;assets/images/recipes/schwarzkohl-suesskartoffel-rosenkohl-bowl.webp;4;Port.;0;0;0;;;;;
362;Rotkohl-Süßkartoffel-Pastinaken-Bowl;8;assets/images/recipes/rotkohl-suesskartoffel-pastinaken-bowl.webp;4;Port.;0;0;0;;;;;
363;Rosenkohl-Granatapfel-Süßkartoffel-Bowl;8;assets/images/recipes/rosenkohl-granatapfel-suesskartoffel-bowl.webp;4;Port.;0;0;0;;;;;
364;Romanesco-Sellerie-rote Beete-Bowl;8;assets/images/recipes/romanesco-sellerie-rote_beete-bowl.webp;4;Port.;0;0;0;;;;;
365;rote Beete-Süßkartoffel-Chicoree-Bowl;8;assets/images/recipes/rote_beete-suesskartoffel-chicoree-bowl.webp;4;Port.;0;0;0;;;;;
366;Rotkohl-Rosenkohl-Süßkartoffel-Bowl;8;assets/images/recipes/rotkohl-rosenkohl-suesskartoffel-bowl.webp;4;Port.;0;0;0;;;;;
367;Schwarzkohl-Süßkartoffel-Granatapfel-Bowl;8;assets/images/recipes/schwarzkohl-suesskartoffel-granatapfel-bowl.webp;4;Port.;0;0;0;;;;;
368;Rotkohl-Blumenkohl-Möhren-Bowl;8;assets/images/recipes/rotkohl-blumenkohl-moehren-bowl.webp;4;Port.;0;0;0;;;;;
369;Süßkartoffel-Sellerie-Pastinaken-Bowl;8;assets/images/recipes/suesskartoffel-sellerie-pastinaken-bowl.webp;4;Port.;0;0;0;;;;;
370;Wirsing-Sellerie-Pastinaken-Bowl;8;assets/images/recipes/wirsing-sellerie-pastinaken-bowl.webp;4;Port.;0;0;0;;;;;
371;Kohl-Süßkartoffel-Granatapfel-Bowl;8;assets/images/recipes/kohl-suesskartoffel-granatapfel-bowl.webp;4;Port.;0;0;0;;;;;
372;Quinoa-Tempeh-Edamame-Bowl;8;assets/images/recipes/quinoa-tempeh-edamame-bowl.webp;4;Port.;0;0;0;;;;;
373;Sellerie-rote Beete-Rucola-Bowl;8;assets/images/recipes/sellerie-rote_beete-rucola-bowl.webp;4;Port.;0;0;0;;;;;
374;Rotkohl-Rucola-Kiwi-Bowl;8;assets/images/recipes/rotkohl-rucola-kiwi-bowl.webp;4;Port.;0;0;0;;;;;
375;Wirsing-rote Beete-Süßkartoffel-Bowl;8;assets/images/recipes/wirsing-rote_beete-suesskartoffel-bowl.webp;4;Port.;0;0;0;;;;;
376;Kichererbsen-Limetten-Sauce;9;assets/images/recipes/kichererbsen-limetten-sauce.webp;4;Port.;0;0;0;;;;;
377;Salsa-Sauce;9;assets/images/recipes/salsa-sauce.webp;4;Port.;0;0;0;;;;;
378;Cashew-Creme;9;assets/images/recipes/cashew-creme.webp;4;Port.;0;0;0;;;;;
379;Tahini-Zitronen-Dressing;9;assets/images/recipes/tahini-zitronen-dressing.webp;4;Port.;0;0;0;;;;;
380;Mango-Erdnuss-Sauce;9;assets/images/recipes/mango-erdnuss-sauce.webp;4;Port.;0;0;0;;;;;
381;goldene Kichererbsen-Soße;9;assets/images/recipes/goldene_kichererbsen-sosse.webp;4;Port.;0;0;0;;;;;
382;Kräuter-Soße;9;assets/images/recipes/kraeuter-sosse.webp;4;Port.;0;0;0;;;;;
383;cheesy Tomaten-Soße;9;assets/images/recipes/cheesy_tomaten-sosse.webp;4;Port.;0;0;0;;;;;
384;Bananen-Curry-Erdnuss-Sauce;9;assets/images/recipes/bananen-curry-erdnuss-sauce.webp;4;Port.;0;0;0;;;;;
385;gelbe Paprika-Bearnaise;9;assets/images/recipes/gelbe_paprika-bearnaise.webp;4;Port.;0;0;0;;;;;
386;Tahini-Dill-Dressing;9;assets/images/recipes/tahini-dill-dressing.webp;4;Port.;0;0;0;;;;;
387;Minze-Lauch-Dressing;9;assets/images/recipes/minze-lauch-dressing.webp;4;Port.;0;0;0;;;;;
388;Harissa;9;assets/images/recipes/harissa.webp;4;Port.;0;0;0;;;;;
389;Guacamole;9;assets/images/recipes/guacamole.webp;4;Port.;0;0;0;;;;;
390;Tomaten-Kreuzkümmel-Dressing;9;assets/images/recipes/tomaten-kreuzkuemmel-dressing.webp;4;Port.;0;0;0;;;;;
391;weiße Bohnen-Dip;9;assets/images/recipes/weisse_bohnen-dip.webp;4;Port.;0;0;0;;;;;
392;Kichererbsen-Avocado-Spinat-Dip;9;assets/images/recipes/kichererbsen-avocado-spinat-dip.webp;4;Port.;0;0;0;;;;;
393;Edamamole;9;assets/images/recipes/edamamole.webp;4;Port.;0;0;0;;;;;
394;Artischoken-Spinat-Dip;9;assets/images/recipes/artischoken-spinat-dip.webp;4;Port.;0;0;0;;;;;
395;Nicecream;10;assets/images/recipes/nicecream.webp;3;Port.;0;0;0;;;;;
396;Mango-Limetten-Himbeer-Kuchen;10;assets/images/recipes/mango-limetten-himbeer-kuchen.webp;6;Port.;0;0;0;;;;;
397;Beeren-Zitronen-Cheesecake;10;assets/images/recipes/beeren-zitronen-cheesecake.webp;6;Port.;0;0;0;;;;;
398;Brombeer-Vanille-Bananenkuchen;10;assets/images/recipes/brombeer-vanille-bananenkuchen.webp;6;Port.;0;0;0;;;;;
